,number of Autoencoders,cardio,gas_drift,satellite,magic_telescope,pendigits,phoneme,pollen,speech,waveform
164,165,0.9518659607438016,0.99378383085797,0.8689153280249414,0.9967147328201708,0.9997123602892832,0.8334272801815373,0.5022332088823743,0.5501209352324644,0.8246248769689827
165,166,0.9518336776859504,0.9938024320169913,0.8687371426305107,0.9967161945305576,0.9997123602892832,0.83309852977632,0.5022902781073442,0.5501209352324644,0.8245859738804664
166,167,0.9518982438016528,0.993780448829057,0.869048104883372,0.9967153175043256,0.9997123602892832,0.8334166015140826,0.5023863946967672,0.5501209352324644,0.8245820835716147
167,168,0.9519950929752066,0.9937719937567746,0.8690659234228149,0.996703185308115,0.9997123602892832,0.8330634427261112,0.5024614857822539,0.5501209352324644,0.8245898641893179
168,169,0.951930526859504,0.993770302742318,0.8690371838430682,0.99671480590569,0.9997123602892832,0.8331160733014245,0.5023773837665088,0.5501209352324644,0.8245976448070214
169,170,0.9518659607438016,0.9937601566555792,0.8692929661028154,0.9967183870961376,0.9997123602892832,0.8332205716900898,0.5023413400454751,0.5501209352324644,0.8245898641893179
170,171,0.9518013946280992,0.9937635386844922,0.8692038734056,0.9967102746034908,0.9997123602892832,0.833622547243569,0.5021911578745017,0.5503896801934964,0.824640438204389
171,172,0.9519628099173552,0.9937686117278616,0.8691866296577518,0.9967175100699056,0.9997123602892832,0.8344856124025095,0.5023683728362505,0.5506584251545283,0.8246598897486471
172,173,0.9519628099173552,0.9937736847712312,0.8691975506980557,0.9967211643458724,0.9997123602892832,0.834186228332793,0.5023082999678611,0.5503896801934963,0.8246832316017569
173,174,0.9518013946280992,0.9937669207134052,0.8691509925788657,0.9967188256092536,0.9997123602892832,0.8341305467096355,0.5023743801230893,0.5501209352324644,0.8247765990141958
174,175,0.9517045454545454,0.9937669207134052,0.8690584511320809,0.9967172908133476,0.9997534516765284,0.83419843252417,0.5025696169453547,0.5503896801934963,0.824753257161086
175,176,0.9518013946280992,0.9937669207134052,0.8693895310907648,0.996714586649132,0.9997534516765284,0.8339268892660323,0.5025846351624521,0.5503896801934963,0.8246326575866858
176,177,0.9517045454545456,0.9937618476700356,0.8693050367263091,0.996722333714182,0.9997534516765284,0.83396121355428,0.5025305695809016,0.5501209352324644,0.8245392901742469
177,178,0.9516076962809916,0.9937669207134052,0.869314233391828,0.9967348313379892,0.9997534516765284,0.8338689193569917,0.5026897626821334,0.5501209352324644,0.8246676703663504
178,179,0.9516076962809916,0.9937719937567746,0.8692619273566886,0.9967231376548946,0.9997534516765284,0.8335935622890487,0.5028519594267846,0.5501209352324644,0.8248388439558216
179,180,0.951639979338843,0.9937567746266662,0.8692055977803848,0.996718021668541,0.9997534516765284,0.833510421235293,0.5028789922175598,0.5503896801934964,0.8249322113682604
180,181,0.9516722623966942,0.9937635386844922,0.8692291642357772,0.9967145135636126,0.9997534516765284,0.8335981388608149,0.5029060250083351,0.5503896801934964,0.824784379631899
181,182,0.951639979338843,0.9937584656411228,0.8692285894441822,0.9967259149046296,0.9997534516765284,0.8333670219866135,0.5029030213649157,0.5501209352324644,0.8248582955000798
182,183,0.9517368285123968,0.9937584656411228,0.8691440950797265,0.9967206527472372,0.9997534516765284,0.8332937968383516,0.5029210432254325,0.5495834453104004,0.824885527662041
183,184,0.9518659607438016,0.9937601566555792,0.8692469827752203,0.996725403305994,0.9997534516765284,0.8332335386434279,0.5029961343109192,0.5498521902714324,0.8249322113682604
184,185,0.9517045454545456,0.9937736847712312,0.8691969759064607,0.9967306654633868,0.9997534516765284,0.8333159169352224,0.503008148884597,0.5501209352324643,0.824998346618738
185,186,0.951769111570248,0.9937669207134052,0.8691946767400809,0.9967297884371544,0.9997534516765284,0.833161076257127,0.5030501998924696,0.5501209352324644,0.824947772603667
186,187,0.9517368285123968,0.9937736847712312,0.8690935134193719,0.996731834831696,0.9997534516765284,0.833196926069297,0.5030742290398252,0.5501209352324643,0.8248777470443379
187,188,0.9517368285123968,0.9937736847712312,0.868963610518916,0.9967292768385192,0.9997534516765284,0.8332091302606739,0.5030562071793085,0.5498521902714324,0.8249399919859638
188,189,0.951769111570248,0.9937567746266665,0.8689515398954224,0.9967352698511052,0.9997534516765284,0.8334913521862665,0.5028459521399458,0.5495834453104005,0.8249866756921833
189,190,0.9518659607438016,0.9937466285399276,0.8688377311596248,0.9967332965420828,0.9997534516765284,0.8336744150569211,0.5029210432254324,0.5498521902714324,0.8248310633381184
190,191,0.9517368285123968,0.9937517015832968,0.8688032436639286,0.9967349044235082,0.9997534516765284,0.8335989016227761,0.5028129120623316,0.5495834453104004,0.8249127598240025
191,192,0.9516076962809916,0.9937432465110144,0.8687641578354728,0.9967286190688452,0.9997534516765284,0.8335439827615797,0.5027828756281368,0.5495834453104004,0.8248933082797443
192,193,0.9515431301652894,0.993748319554384,0.8687658822102576,0.9967210912603532,0.9997534516765284,0.8338795980244467,0.5027378209768449,0.5495834453104004,0.8248894179708928
193,194,0.9516076962809918,0.9937500105688404,0.8688078419966881,0.9967242339376848,0.9997534516765284,0.8340275738448923,0.5027438282636838,0.5495834453104004,0.8248621858089313
194,195,0.9516399793388431,0.9937449375254708,0.8688687699057513,0.9967256225625524,0.9997534516765284,0.8342094925726055,0.5027137918294892,0.5495834453104004,0.8248116117938604
195,196,0.9517045454545456,0.993748319554384,0.8688595732402323,0.9967247455363202,0.9997534516765284,0.8341194866612003,0.5027708610544591,0.5495834453104004,0.8246637800574987
196,197,0.951639979338843,0.9937398644821016,0.8688348572016502,0.9967254763915137,0.9997534516765284,0.8344310749222936,0.5027197991163281,0.5495834453104004,0.824640438204389
197,198,0.9516722623966944,0.9937449375254708,0.868845203450359,0.9967224798852206,0.9997534516765284,0.8342708949104709,0.502629689813744,0.5495834453104004,0.8247454765433829
198,199,0.9515754132231408,0.9937398644821016,0.8691291504982579,0.9967196295499664,0.9997534516765284,0.8342945405312636,0.5024104238441229,0.5495834453104004,0.8246443285132408
199,200,0.9515431301652894,0.993738173467645,0.8691613388275746,0.9967243801087234,0.9997534516765284,0.8342636486718408,0.5022932817507637,0.5495834453104004,0.8245353998653953
